"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year","UIDA","Brand Name"
"2107","Vancomycin Hydrochloride","1.5 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-6176-1)","72196-6176-1","2019-2","A1833",NA
"2108","Vancomycin Hydrochloride","1.75 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-7060-1)","72196-7060-1","2019-2","A1833",NA
"2109","Vancomycin Hydrochloride","750 mg/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-6071-1)","72196-6071-1","2019-2","A1833",NA
"2110","Vecuronium Bromide","1 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","10 Ml in 1 Syringe (71286-6012-1)","71286-6012-1","2019-2","A1839",NA
"2111","Vecuronium Bromide","1 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","10 Ml in 1 Syringe (72196-6012-1)","72196-6012-1","2019-2","A1839",NA
"2112","Adenosine; Sodium Chloride; Lidocaine Hydrochloride; Magnesium Sulfate Heptahydrate","40 mg/40 mL; 150 mg/40 mL; 40 mg/40 mL; 4 g/40 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","40 Ml in 1 Syringe (71285-0200-1)","71285-0200-1","2020-1","A1022",NA
"2113","Adenosine; Sodium Chloride; Lidocaine Hydrochloride; Magnesium Sulfate Heptahydrate","40 mg/40 mL; 150 mg/40 mL; 40 mg/40 mL; 4 g/40 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","40 Ml in 1 Syringe (72196-0200-1)","72196-0200-1","2020-1","A1022",NA
"2114","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Calcium Gluconate Monohydrate; Heparin Sodium",".405 g/250 mL; .27 g/250 mL; .36 g/250 mL; .15 g/250 mL; .585 g/250 mL; .375 g/250 mL; .9 g/250 mL; .285 g/250 mL; .033 g/250 mL; .18 g/250 mL; .315 g/250 mL; .018 g/250 mL; .36 g/250 mL; .9 g/250 mL; .01875 g/250 mL; 12.5 g/250 mL; 1.05 g/250 mL; .255 g/250 mL; .51 g/250 mL; .24 g/250 mL; .615 g/250 mL; 3.75 meq/250 mL; 125 U/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0419-1)","71285-0419-1","2020-1","A1024",NA
"2115","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine",".4725 g/250 mL; .315 g/250 mL; .42 g/250 mL; .175 g/250 mL; .6825 g/250 mL; 125 U/250 mL; 3.75 meq/250 mL; 1.05 g/250 mL; .3325 g/250 mL; .0385 g/250 mL; .21 g/250 mL; .3675 g/250 mL; .021 g/250 mL; .42 g/250 mL; 1.05 g/250 mL; .021875 g/250 mL; 25 g/250 mL; 1.225 g/250 mL; .2975 g/250 mL; .4375 g/250 mL; .595 g/250 mL; .28 g/250 mL; .7175 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0421-1)","72196-0421-1","2020-1","A1025",NA
"2116","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine",".27 g/250 mL; .18 g/250 mL; .24 g/250 mL; .1 g/250 mL; .39 g/250 mL; 125 U/250 mL; .6 g/250 mL; .19 g/250 mL; .25 g/250 mL; .022 g/250 mL; .12 g/250 mL; .21 g/250 mL; .012 g/250 mL; .24 g/250 mL; .6 g/250 mL; .0125 g/250 mL; 25 g/250 mL; 2.33 meq/250 mL; .7 g/250 mL; .17 g/250 mL; .34 g/250 mL; .16 g/250 mL; .41 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","250 Ml in 1 Bag (72196-0425-1)","72196-0425-1","2020-1","A1026",NA
"2117","Aspartic Acid; Glutamic Acid","9.8 g/125 mL; 10.7 g/125 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","125 Ml in 1 Bag (71285-0001-1)","71285-0001-1","2020-1","A1057",NA
"2118","Aspartic Acid; Glutamic Acid","9.8 g/125 mL; 10.7 g/125 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","125 Ml in 1 Bag (72196-0001-1)","72196-0001-1","2020-1","A1057",NA
"2119","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose",".03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL; .00833 g/1 mL; .174 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","120 Ml in 1 Bag (72196-0012-2)","72196-0012-2","2020-1","A1058",NA
"2120","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose",".03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL; .00833 g/1 mL; .174 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","40 Ml in 1 Bag (72196-0012-1)","72196-0012-1","2020-1","A1058",NA
"2121","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose",".03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL; .00833 g/1 mL; .174 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","40 Ml in 1 Bag (71285-0012-1)","71285-0012-1","2020-1","A1058",NA
"2122","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose",".03769 g/1 mL; .04206 g/1 mL; .01226 g/1 mL; .09863 g/1 mL; .00833 g/1 mL; .174 g/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","120 Ml in 1 Bag (71285-0012-2)","71285-0012-2","2020-1","A1058",NA
"2123","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride",".02193 g/1 mL; .03059 g/1 mL; .09036 g/1 mL; 2.39091 mg/1 mL; 2.28182 mg/1 mL; 1.67273 mg/1 mL; .16818 mg/1 mL; .13636 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","165 Ml in 1 Bag (71285-0014-2)","71285-0014-2","2020-1","A1059",NA
"2124","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride",".02193 g/1 mL; .03059 g/1 mL; .09036 g/1 mL; 2.39091 mg/1 mL; 2.28182 mg/1 mL; 1.67273 mg/1 mL; .16818 mg/1 mL; .13636 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","55 Ml in 1 Bag (71285-0014-1)","71285-0014-1","2020-1","A1059",NA
"2125","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride",".02193 g/1 mL; .03059 g/1 mL; .09036 g/1 mL; 2.39091 mg/1 mL; 2.28182 mg/1 mL; 1.67273 mg/1 mL; .16818 mg/1 mL; .13636 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","165 Ml in 1 Bag (72196-0014-2)","72196-0014-2","2020-1","A1059",NA
"2126","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride",".02193 g/1 mL; .03059 g/1 mL; .09036 g/1 mL; 2.39091 mg/1 mL; 2.28182 mg/1 mL; 1.67273 mg/1 mL; .16818 mg/1 mL; .13636 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","55 Ml in 1 Bag (72196-0014-1)","72196-0014-1","2020-1","A1059",NA
"2127","Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline",".28 g/250 mL; .7175 g/250 mL; .4725 g/250 mL; .315 g/250 mL; .42 g/250 mL; .175 g/250 mL; .6825 g/250 mL; 3.75 meq/250 mL; 1.05 g/250 mL; .3325 g/250 mL; .0385 g/250 mL; .21 g/250 mL; .3675 g/250 mL; .021 g/250 mL; .42 g/250 mL; 1.05 g/250 mL; .021875 g/250 mL; 25 g/250 mL; 1.225 g/250 mL; .2975 g/250 mL; .4375 g/250 mL; .595 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0407-1)","71285-0407-1","2020-1","A1060",NA
"2128","Aspartic Acid; Potassium Chloride; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","9.8 g/500 mL; 2.384 g/500 mL; 5.976 g/500 mL; 10.7 g/500 mL; 9.1 g/500 mL; 4.3491 g/500 mL; 34.979 g/500 mL; 2.9526 g/500 mL; 61.712 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0010-1)","71285-0010-1","2020-1","A1061",NA
"2129","Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate","2.45392 g/238.75 mL; 2.0268 g/238.75 mL; 2.67928 g/238.75 mL; 6.09 g/238.75 mL; 14.8069 g/238.75 mL; 26.1232 g/238.75 mL; 1.84101 g/238.75 mL; 1.24986 g/238.75 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","238.75 Ml in 1 Bag (71285-0005-1)","71285-0005-1","2020-1","A1062",NA
"2130","Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate","2.45392 g/238.75 mL; 2.0268 g/238.75 mL; 2.67928 g/238.75 mL; 6.09 g/238.75 mL; 14.8069 g/238.75 mL; 26.1232 g/238.75 mL; 1.84101 g/238.75 mL; 1.24986 g/238.75 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","238.75 Ml in 1 Bag (72196-0005-1)","72196-0005-1","2020-1","A1062",NA
"2131","Atropine Sulfate",".4 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","5 Ml in 1 Syringe (71286-6000-1)","71286-6000-1","2020-1","A1064",NA
"2132","Atropine Sulfate",".4 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","5 Ml in 1 Syringe (72196-6000-1)","72196-6000-1","2020-1","A1064",NA
"2133","Bupivacaine Hydrochloride","2.5 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","20 Ml in 1 Syringe (72196-6001-1)","72196-6001-1","2020-1","A1103",NA
"2134","Bupivacaine Hydrochloride","2.5 mg/1 mL","solution","Central Admixture Pharmacy Services, Inc.","154626886","20 Ml in 1 Syringe (71286-6001-1)","71286-6001-1","2020-1","A1103",NA
"2135","Calcium Chloride; Sodium Chloride; Potassium Chloride; Mannitol; Lidocaine Hydrochloride; Sodium Bicarbonate",".105 g/522.8 mL; 2.743 g/522.8 mL; 3.672 g/522.8 mL; 31.26 g/522.8 mL; 250 mg/522.8 mL; .924 g/522.8 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","522.8 Ml in 1 Bag (72196-0206-1)","72196-0206-1","2020-1","A1115",NA
"2136","Calcium Chloride; Sodium Chloride; Potassium Chloride; Mannitol; Lidocaine Hydrochloride; Sodium Bicarbonate",".105 g/522.8 mL; 2.743 g/522.8 mL; 3.672 g/522.8 mL; 31.26 g/522.8 mL; 250 mg/522.8 mL; .924 g/522.8 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","522.8 Ml in 1 Bag (71285-0206-1)","71285-0206-1","2020-1","A1115",NA
"2137","Calcium Gluconate","1 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","100 Ml in 1 Bag (71285-6117-1)","71285-6117-1","2020-1","A1116",NA
"2138","Calcium Gluconate","2 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Bag (71285-6019-1)","71285-6019-1","2020-1","A1116",NA
"2139","Calcium Gluconate","1 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Bag (71285-6018-1)","71285-6018-1","2020-1","A1116",NA
"2140","Calcium Gluconate","2 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","100 Ml in 1 Bag (71285-6119-1)","71285-6119-1","2020-1","A1116",NA
"2141","Calcium Gluconate","1 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","100 Ml in 1 Bag (71285-6118-1)","71285-6118-1","2020-1","A1116",NA
"2142","Calcium Gluconate","1 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","50 Ml in 1 Bag (71285-6017-1)","71285-6017-1","2020-1","A1116",NA
"2143","Calcium Gluconate","1 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","100 Ml in 1 Bag (72196-6118-1)","72196-6118-1","2020-1","A1116",NA
"2144","Calcium Gluconate","2 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Bag (72196-6019-1)","72196-6019-1","2020-1","A1116",NA
"2145","Calcium Gluconate","2 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","100 Ml in 1 Bag (72196-6119-1)","72196-6119-1","2020-1","A1116",NA
"2146","Calcium Gluconate","1 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Bag (72196-6017-1)","72196-6017-1","2020-1","A1116",NA
"2147","Calcium Gluconate","1 g/50 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","50 Ml in 1 Bag (72196-6018-1)","72196-6018-1","2020-1","A1116",NA
"2148","Calcium Gluconate","1 g/100 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","100 Ml in 1 Bag (72196-6117-1)","72196-6117-1","2020-1","A1116",NA
"2149","Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","3.75 meq/250 mL; .3125 g/250 mL; .75 g/250 mL; .2375 g/250 mL; .0275 g/250 mL; .15 g/250 mL; .2625 g/250 mL; .015 g/250 mL; .3 g/250 mL; .75 g/250 mL; .01563 g/250 mL; 25 g/250 mL; .875 g/250 mL; .2125 g/250 mL; .425 g/250 mL; .2 g/250 mL; .5125 g/250 mL; .3375 g/250 mL; .225 g/250 mL; .3 g/250 mL; .125 g/250 mL; .4875 g/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0403-1)","71285-0403-1","2020-1","A1117",NA
"2150","Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium","3.75 meq/250 mL; .3125 g/250 mL; .75 g/250 mL; .2375 g/250 mL; .0275 g/250 mL; .15 g/250 mL; .2625 g/250 mL; .015 g/250 mL; .3 g/250 mL; .75 g/250 mL; .01563 g/250 mL; 25 g/250 mL; .875 g/250 mL; .2125 g/250 mL; .425 g/250 mL; .2 g/250 mL; .5125 g/250 mL; .3375 g/250 mL; .225 g/250 mL; .3 g/250 mL; .125 g/250 mL; .4875 g/250 mL; 125 U/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0418-1)","71285-0418-1","2020-1","A1118",NA
"2151","Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Valine; Heparin Sodium","3.75 meq/250 mL; .7 g/250 mL; .17 g/250 mL; .34 g/250 mL; .16 g/250 mL; 41 g/250 mL; .27 g/250 mL; .18 g/250 mL; .24 g/250 mL; .1 g/250 mL; .6 g/250 mL; .19 g/250 mL; .25 g/250 mL; .022 g/250 mL; .12 g/250 mL; .21 g/250 mL; .012 g/250 mL; .24 g/250 mL; .6 g/250 mL; .0125 g/250 mL; 25 g/250 mL; .39 g/250 mL; 125 U/250 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","250 Ml in 1 Bag (71285-0416-1)","71285-0416-1","2020-1","A1120",NA
"2152","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Trisodium Citrate Dihydrate","1.9947 g/1000 mL; 1.3542 g/1000 mL; 28.304 g/1000 mL; 27.2 meq/1000 mL; 4.428 g/1000 mL; 36 meq/1000 mL; 68.2 g/1000 mL; 16.043 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","1000 Ml in 1 Bag (72196-0104-1)","72196-0104-1","2020-1","A1160",NA
"2153","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Trisodium Citrate Dihydrate","1.9947 g/1000 mL; 1.3542 g/1000 mL; 28.304 g/1000 mL; 27.2 meq/1000 mL; 4.428 g/1000 mL; 36 meq/1000 mL; 68.2 g/1000 mL; 16.043 g/1000 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","1000 Ml in 1 Bag (71285-0104-1)","71285-0104-1","2020-1","A1160",NA
"2154","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate","1.5696 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL; 12.624 g/500 mL; 10.4 meq/500 mL; 4.896 g/500 mL; 24 meq/500 mL; 36.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0105-1)","71285-0105-1","2020-1","A1161",NA
"2155","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate","1.5696 g/500 mL; 1.0656 g/500 mL; 22.272 g/500 mL; 12.624 g/500 mL; 10.4 meq/500 mL; 4.896 g/500 mL; 24 meq/500 mL; 36.272 g/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0105-1)","72196-0105-1","2020-1","A1161",NA
"2156","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate","3.67875 g/477.5 mL; 29.5875 g/477.5 mL; 2.4975 g/477.5 mL; 52.2 g/477.5 mL; 4.9 g/477.5 mL; 4.05 g/477.5 mL; 5.35 g/477.5 mL; 12.11 g/477.5 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","477.5 Ml in 1 Bag (72196-0006-1)","72196-0006-1","2020-1","A1162",NA
"2157","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate","3.67875 g/477.5 mL; 29.5875 g/477.5 mL; 2.4975 g/477.5 mL; 52.2 g/477.5 mL; 4.9 g/477.5 mL; 4.05 g/477.5 mL; 5.35 g/477.5 mL; 12.11 g/477.5 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","477.5 Ml in 1 Bag (71285-0006-1)","71285-0006-1","2020-1","A1162",NA
"2158","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Magnesium Sulfate Heptahydrate",".654 g/988 mL; 5.26 g/988 mL; .444 g/988 mL; 9.28 g/988 mL; 46.9 g/988 mL; 2.384 g/988 mL; 9.8 g/988 mL; 7.2 g/988 mL; 10.7 g/988 mL; 2 g/988 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","988 Ml in 1 Bag (71285-0015-1)","71285-0015-1","2020-1","A1163",NA
"2159","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Magnesium Sulfate Heptahydrate",".654 g/988 mL; 5.26 g/988 mL; .444 g/988 mL; 9.28 g/988 mL; 46.9 g/988 mL; 2.384 g/988 mL; 9.8 g/988 mL; 7.2 g/988 mL; 10.7 g/988 mL; 2 g/988 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","988 Ml in 1 Bag (72196-0015-1)","72196-0015-1","2020-1","A1163",NA
"2160","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride","1.03332 g/500 mL; 8.3108 g/500 mL; .70152 g/500 mL; 14.6624 g/500 mL; 12.4 meq/500 mL; 45.576 g/500 mL; 100 meq/500 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","500 Ml in 1 Bag (71285-0107-1)","71285-0107-1","2020-1","A1164",NA
"2161","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride","1.03332 g/500 mL; 8.3108 g/500 mL; .70152 g/500 mL; 14.6624 g/500 mL; 12.4 meq/500 mL; 45.576 g/500 mL; 100 meq/500 mL","solution","Central Admixture Pharmacy Services, Inc.","080955366","500 Ml in 1 Bag (72196-0107-1)","72196-0107-1","2020-1","A1164",NA
"2162","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate","1.635 g/810 mL; 13.15 g/810 mL; 1.11 g/810 mL; 23.2 g/810 mL; 18.8 meq/810 mL; 7.2 g/810 mL; 20 meq/810 mL; 49.45 g/810 mL","solution","Central Admixture Pharmacy Services, Inc.","019684530","810 Ml in 1 Bag (71285-0103-1)","71285-0103-1","2020-1","A1165",NA
