"","Active","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP","City","State","lon","lat","InitialRegistration","FacilitySqFt","Employees","Services","EstSales","EstFacilitySize"
"789","Lidocaine","Premier Pharmacy Labs, Inc","Dermatology",26,88,6,283,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"790","Lidocaine","QuVa Pharma, Inc.","Dermatology",26,85,3,283,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"791","Lidocaine","RAM Pharma, Inc.","Dermatology",26,64,9,283,NA,"Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"792","Lidocaine","RC Outsourcing, LLC","Dermatology",26,30,2,283,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"793","Lidocaine","RXQ Compounding, LLC","Dermatology",26,119,11,283,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"794","Lidocaine","SCA Pharmaceuticals, LLC","Dermatology",26,96,2,283,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"795","Lidocaine","Sincerus Florida, LLC","Dermatology",26,110,94,283,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"796","Lidocaine","Imprimis NJOF, LLC","Dermatology",26,29,4,283,NA,"Ledgewood","NJ",-82.517773,35.570635,2016-11-12,"NA",5,"Compounding",411596,"Small"
"797","Lidocaine","KRS Global Biotechnology, Inc.","Dermatology",26,87,10,283,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"798","Lidocaine","Wells Pharma of Houston","Dermatology",26,35,1,283,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"799","Hydrocortisone; Tretinoin; Hydroquinone","Sincerus Florida, LLC","Dermatology",1,110,94,283,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"800","Hydroquinone; Hydrocortisone; Tretinoin","Sincerus Florida, LLC","Dermatology",1,110,94,283,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"801","Hydroquinone; Tretinoin; Hydrocortisone","Sincerus Florida, LLC","Dermatology",1,110,94,283,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"802","Finasteride; Minoxidil","Pacifico National, Inc.  dba AmEx Pharmacy","Dermatology",2,29,10,283,NA,"Melbourne","FL",144.9630576,-37.8136276,2015-09-21,"NA",19,"Compounding",6810000,"Medium"
"803","Finasteride; Minoxidil","Sincerus Florida, LLC","Dermatology",2,110,94,283,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"804","Choline Chloride; Methionine; Inositol; Cyanocobalamin","AnazaoHealth Corporation","Nutraceuticals",1,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"805","Glutathione","AnazaoHealth Corporation","Nutraceuticals",10,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"806","Levocarnitine","AnazaoHealth Corporation","Nutraceuticals",3,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"807","Lysine Hydrochloride; Arginine Hydrochloride","AnazaoHealth Corporation","Nutraceuticals",2,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"808","Methionine; Inositol; Choline Chloride","AnazaoHealth Corporation","Nutraceuticals",2,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"809","Pyridoxine Hydrochloride","AnazaoHealth Corporation","Nutraceuticals",6,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"810","Pyridoxine Hydrochloride; Thiamine Hydrochloride","AnazaoHealth Corporation","Nutraceuticals",1,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"811","Testosterone","AnazaoHealth Corporation","Nutraceuticals",12,40,14,213,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"812","Sodium Bicarbonate","Apollo Care, LLC","Nutraceuticals",13,14,1,213,NA,"Columbia","MO",38.9322571333382,-92.334280722077,2017-09-14,"1500",5,"Compounding",660577,"Small"
"813",".alpha.-Ketoglutaric Acid","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"814","Arginine","ASP Cares","Nutraceuticals",3,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"815","Arginine Hydrochloride; Propylparaben; Methylparaben","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"816","Ascorbic Acid","ASP Cares","Nutraceuticals",10,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"817","Dexpanthenol","ASP Cares","Nutraceuticals",7,66,15,213,"Y","San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"818","Glutathione","ASP Cares","Nutraceuticals",10,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"819","Methionine; Choline Chloride; Inositol; Benzyl Alcohol","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"820","Methionine; Choline Chloride; Inositol; Cyanocobalamin; Benzyl Alcohol","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"821","Pyridoxine Hydrochloride","ASP Cares","Nutraceuticals",6,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"822","Sodium 3-Hydroxybutyrate","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"823","Taurine","ASP Cares","Nutraceuticals",6,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"824","Thiamine Hydrochloride; Benzyl Alcohol; Riboflavin 5'-Phosphate Sodium; Niacinamide; Dexpanthenol; Pyridoxine Hydrochloride","ASP Cares","Nutraceuticals",1,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"825","Zinc Sulfate Monohydrate","ASP Cares","Nutraceuticals",2,66,15,213,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"826","Ascorbic Acid","Atlas Pharmaceuticals, LLC","Nutraceuticals",10,24,3,213,NA,"Phoenix","AZ",-112.0740373,33.4483771,2016-11-08,"3000",5,"Compounding",179398,"Small"
"827","Dexpanthenol","Atlas Pharmaceuticals, LLC","Nutraceuticals",7,24,3,213,"Y","Phoenix","AZ",-112.0740373,33.4483771,2016-11-08,"3000",5,"Compounding",179398,"Small"
"828","Potassium Chloride","Atlas Pharmaceuticals, LLC","Nutraceuticals",9,24,3,213,NA,"Phoenix","AZ",-112.0740373,33.4483771,2016-11-08,"3000",5,"Compounding",179398,"Small"
"829","Biotin","Auro Pharmacies, Inc","Nutraceuticals",5,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"830","Calcium Chloride","Auro Pharmacies, Inc","Nutraceuticals",5,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"831","Dexpanthenol","Auro Pharmacies, Inc","Nutraceuticals",7,24,9,213,"Y","La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"832","Glutathione","Auro Pharmacies, Inc","Nutraceuticals",10,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"833","Magnesium Chloride","Auro Pharmacies, Inc","Nutraceuticals",6,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"834","Sodium Bicarbonate","Auro Pharmacies, Inc","Nutraceuticals",13,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"835","Taurine","Auro Pharmacies, Inc","Nutraceuticals",6,24,9,213,NA,"La Habra","CA",-117.946137,33.9318591,2016-09-01,"NA",15,"Compounding",1.5e+07,"Medium"
"836","Magnesium Sulfate Heptahydrate","Avella of Deer Valley, Inc. #38","Nutraceuticals",11,36,1,213,NA,"Phoenix","AZ",-112.0740373,33.4483771,2016-06-21,"NA",51,"Compounding",28960000,"Large"
"837","Testosterone","BSO, LLC","Nutraceuticals",12,6,1,213,NA,"Lakewood","CO",-95.9091195,36.1163326,2015-11-24,"NA",10,"Compounding",654588,"Small"
"838","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"839","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"840","Aspartic Acid; Potassium Chloride; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"841","Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"842","Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"843","Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"844","Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"845","Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"846","Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Tromethamine; Glutamic Acid","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"847","Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Potassium Chloride; Tromethamine","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"848","Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"849","Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"850","Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Heparin Sodium","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"851","Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Valine; Phenylalanine; Tryptophan","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"852","Magnesium Sulfate Heptahydrate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",11,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"853","Potassium Acetate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"854","Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Trisodium Citrate Dihydrate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"855","Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"856","Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Citric Acid Monohydrate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"857","Potassium Phosphate, Dibasic","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"858","Potassium Phosphate, Dibasic; Potassium Phosphate, Monobasic","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",4,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"859","Sodium Acetate Anhydrous","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",1,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"860","Sodium Bicarbonate","Central Admixture Pharmacy Services, Inc.","Nutraceuticals",13,248,31,213,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"861","Ascorbic Acid","Complete Pharmacy and Medical Solutions","Nutraceuticals",10,78,15,213,NA,"Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"862","Hydroxocobalamin","Complete Pharmacy and Medical Solutions","Nutraceuticals",4,78,15,213,NA,"Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"863","Sildenafil; Papaverine","Complete Pharmacy and Medical Solutions","Nutraceuticals",1,78,15,213,NA,"Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"864","Testosterone","Complete Pharmacy and Medical Solutions","Nutraceuticals",12,78,15,213,NA,"Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"865","Sodium Bicarbonate","Denver Solutions, LLC dba Leiters Health","Nutraceuticals",13,65,1,213,NA,"Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"866","Thiamine Hydrochloride; Methionine; Choline Chloride; Cyanocobalamin; Inositol","Eagle Pharmacy, Inc.","Nutraceuticals",1,13,1,213,NA,"Hoover","AL",-94.2207427,36.3603104,2015-06-16,"NA",16,"Compounding",906228,"Small"
"867","Magnesium Sulfate Heptahydrate","Edge Pharmacy Services LLC","Nutraceuticals",11,106,2,213,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"868",".alpha.-Lipoic Acid","Empower Pharmacy","Nutraceuticals",4,67,18,213,NA,"Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"869","Arginine Hydrochloride","Empower Pharmacy","Nutraceuticals",1,67,18,213,NA,"Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"870","Ascorbic Acid","Empower Pharmacy","Nutraceuticals",10,67,18,213,NA,"Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"871","Benzyl Alcohol","Empower Pharmacy","Nutraceuticals",1,67,18,213,NA,"Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"872","Dexpanthenol","Empower Pharmacy","Nutraceuticals",7,67,18,213,"Y","Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"873","Disodium Nicotinamide Adenine Dinucleotide","Empower Pharmacy","Nutraceuticals",2,67,18,213,NA,"Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
