"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"1307","Calcium Chloride","solution","Pine Pharmaceuticals LLC","InfusionTherapy",5,86,7,295,NA
"1308","Cholic Acid","injection","Pine Pharmaceuticals LLC","InfusionTherapy",1,86,7,295,NA
"1309","Hyaluronidase (human Recombinant)","injection","Pine Pharmaceuticals LLC","InfusionTherapy",1,86,7,295,NA
"1310","Calcium Chloride","solution","Premier Pharmacy Labs, Inc","InfusionTherapy",5,146,7,295,NA
"1311","Cyanocobalamin","solution","Premier Pharmacy Labs, Inc","InfusionTherapy",7,146,7,295,"Y"
"1312","Mitomycin","solution","Premier Pharmacy Labs, Inc","InfusionTherapy",6,146,7,295,NA
"1313","Neostigmine Methylsulfate","injection, solution","Premier Pharmacy Labs, Inc","InfusionTherapy",24,146,7,295,NA
"1314","Potassium Chloride","solution","Premier Pharmacy Labs, Inc","InfusionTherapy",9,146,7,295,NA
"1315","Progesterone","capsule","Premier Pharmacy Labs, Inc","InfusionTherapy",10,146,7,295,NA
"1316","Progesterone","cream","Premier Pharmacy Labs, Inc","InfusionTherapy",10,146,7,295,NA
"1317","Progesterone","troche","Premier Pharmacy Labs, Inc","InfusionTherapy",10,146,7,295,NA
"1318","Sodium Bicarbonate","solution","Premier Pharmacy Labs, Inc","InfusionTherapy",13,146,7,295,NA
"1319","Amiodarone Hydrochloride","injection","QuVa Pharma, Inc.","InfusionTherapy",4,93,7,295,NA
"1320","Heparin Sodium","injection","QuVa Pharma, Inc.","InfusionTherapy",7,93,7,295,NA
"1321","Methadone Hydrochloride","injection","QuVa Pharma, Inc.","InfusionTherapy",7,93,7,295,NA
"1322","Neostigmine Methylsulfate","injection","QuVa Pharma, Inc.","InfusionTherapy",24,93,7,295,NA
"1323","Oxytocin","injection","QuVa Pharma, Inc.","InfusionTherapy",17,93,7,295,NA
"1324","Sodium Bicarbonate","injection","QuVa Pharma, Inc.","InfusionTherapy",13,93,7,295,NA
"1325",".alpha.-Lipoic Acid","injection, solution","RXQ Compounding, LLC","InfusionTherapy",4,171,15,295,NA
"1326","Ascorbic Acid","injection, solution","RXQ Compounding, LLC","InfusionTherapy",10,171,15,295,NA
"1327","Biotin","injection, solution","RXQ Compounding, LLC","InfusionTherapy",5,171,15,295,NA
"1328","Calcium Chloride","injection, solution","RXQ Compounding, LLC","InfusionTherapy",5,171,15,295,NA
"1329","Cyanocobalamin","injection, solution","RXQ Compounding, LLC","InfusionTherapy",7,171,15,295,"Y"
"1330","Edetate Calcium Disodium","injection, solution","RXQ Compounding, LLC","InfusionTherapy",3,171,15,295,NA
"1331","Edetate Disodium","injection, solution","RXQ Compounding, LLC","InfusionTherapy",6,171,15,295,NA
"1332","Glutathione","injection, solution","RXQ Compounding, LLC","InfusionTherapy",10,171,15,295,NA
"1333","Mitomycin","injection, solution","RXQ Compounding, LLC","InfusionTherapy",6,171,15,295,NA
"1334","Neostigmine Methylsulfate","injection, solution","RXQ Compounding, LLC","InfusionTherapy",24,171,15,295,NA
"1335","Oxytocin","injection, solution","RXQ Compounding, LLC","InfusionTherapy",17,171,15,295,NA
"1336","Potassium Chloride","injection, solution","RXQ Compounding, LLC","InfusionTherapy",9,171,15,295,NA
"1337","Pyridoxine Hydrochloride","injection, solution","RXQ Compounding, LLC","InfusionTherapy",6,171,15,295,NA
"1338","Sodium Bicarbonate","injection, solution","RXQ Compounding, LLC","InfusionTherapy",13,171,15,295,NA
"1339","Taurine","injection, solution","RXQ Compounding, LLC","InfusionTherapy",6,171,15,295,NA
"1340","Heparin Sodium","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",7,103,9,295,NA
"1341","Methadone Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",7,103,9,295,NA
"1342","Neostigmine Methylsulfate","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",24,103,9,295,NA
"1343","Oxytocin","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",17,103,9,295,NA
"1344","Potassium Chloride","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",9,103,9,295,NA
"1345","Potassium Phosphate, Dibasic; Potassium Phosphate, Monobasic","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",4,103,9,295,NA
"1346","Sodium Bicarbonate","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",13,103,9,295,NA
"1347","Trisodium Citrate Dihydrate","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",7,103,9,295,NA
"1348","Vasopressin, Unspecified","injection, solution","SCA Pharmaceuticals, LLC","InfusionTherapy",5,103,9,295,NA
"1349","Amiodarone Hydrochloride","injection","Ssm Hlth St Clare Hosp-Fnton","InfusionTherapy",4,29,4,295,NA
"1350","Neostigmine Methylsulfate","injection","Ssm Hlth St Clare Hosp-Fnton","InfusionTherapy",24,29,4,295,NA
"1351","Oxytocin","injection","Ssm Hlth St Clare Hosp-Fnton","InfusionTherapy",17,29,4,295,NA
"1352","Sodium Bicarbonate","injection, solution","SterRx","InfusionTherapy",13,20,1,295,NA
"1353","Cyclosporine","solution","Stokes Healthcare","InfusionTherapy",2,18,2,295,NA
"1354","Cyclosporine","suspension","Stokes Healthcare","InfusionTherapy",2,18,2,295,NA
"1355","Methadone Hydrochloride","injection, solution","Stokes Healthcare","InfusionTherapy",7,18,2,295,NA
"1356","Brompheniramine Maleate","injection, solution","US Compounding, Inc.","InfusionTherapy",2,147,6,295,NA
"1357","Cyanocobalamin; Choline Chloride; Inositol; Methionine","injection, solution","US Compounding, Inc.","InfusionTherapy",1,147,6,295,NA
"1358","Neostigmine Methylsulfate","injection, solution","US Compounding, Inc.","InfusionTherapy",24,147,6,295,NA
"1359","Oxytocin","solution","US Compounding, Inc.","InfusionTherapy",17,147,6,295,NA
"1360","Progesterone","cream","US Compounding, Inc.","InfusionTherapy",10,147,6,295,NA
"1361","Progesterone","capsule","US Compounding, Inc.","InfusionTherapy",10,147,6,295,NA
"1362","Pyridoxine Hydrochloride","injection, solution","US Specialty Formulations LLC","InfusionTherapy",6,9,2,295,NA
"1363","Progesterone","pellet, implantable","Wells Pharmacy, Inc","InfusionTherapy",10,32,4,295,NA
"1364","Ascorbic Acid","injection","AnazaoHealth Corporation","InfusionTherapy",10,45,11,295,NA
"1365","Edetate Disodium","injection","AnazaoHealth Corporation","InfusionTherapy",6,45,11,295,NA
"1366","Biotin","injection, solution","ASP Cares","InfusionTherapy",5,72,9,295,NA
"1367","Edetate Calcium Disodium","injection, solution","ASP Cares","InfusionTherapy",3,72,9,295,NA
"1368","Ascorbic Acid","injection, solution","Auro Pharmacies, Inc","InfusionTherapy",10,30,6,295,NA
"1369","Neostigmine Methylsulfate","injection, solution","BayCare Central Pharmacy","InfusionTherapy",24,14,2,295,NA
"1370","Oxytocin","injection, solution","BayCare Central Pharmacy","InfusionTherapy",17,14,2,295,NA
"1371","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1372","Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1373","Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1374","Asparaginase","injection, powder, for solution","Complete Pharmacy and Medical Solutions","InfusionTherapy",2,149,11,295,NA
"1375","Calcium Gluconate; Magnesium Chloride; Zinc Sulfate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","InfusionTherapy",1,149,11,295,NA
"1376","Cholecalciferol","injection, powder, for solution","Complete Pharmacy and Medical Solutions","InfusionTherapy",4,149,11,295,NA
"1377","Glutathione","injection, powder, for solution","Complete Pharmacy and Medical Solutions","InfusionTherapy",10,149,11,295,NA
"1378","Oxytocin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","InfusionTherapy",17,149,11,295,NA
"1379","Progesterone","cream","Complete Pharmacy and Medical Solutions","InfusionTherapy",10,149,11,295,NA
"1380","Methotrexate","injection, solution","Edge Pharmacy Services LLC","InfusionTherapy",1,142,7,295,NA
"1381","Asparaginase","injection, powder, for solution","KRS GLOBAL BIOTECHNOLOGY, INC.","InfusionTherapy",2,101,7,295,NA
"1382","Oxytocin","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","InfusionTherapy",17,55,5,295,NA
"1383","Potassium Palmitate","injection","Pine Pharmaceuticals LLC","InfusionTherapy",1,86,7,295,NA
"1384","Sodium Glycolate","injection","Pine Pharmaceuticals LLC","InfusionTherapy",1,86,7,295,NA
"1385","Sodium Oxalate","injection","Pine Pharmaceuticals LLC","InfusionTherapy",1,86,7,295,NA
"1386","Isopropyl Alcohol","solution","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","InfusionTherapy",5,38,2,295,NA
"1387","Progesterone","capsule","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","InfusionTherapy",10,38,2,295,NA
"1388","Isopropyl Alcohol","liquid","Brookfield Medical Surgical Supply","InfusionTherapy",5,12,1,295,NA
"1389","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Calcium Gluconate Monohydrate; Heparin Sodium","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1390","Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Valine; Heparin Sodium","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1391","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1392","Gemcitabine","solution","Edge Pharmacy Services LLC","InfusionTherapy",1,142,7,295,NA
"1393","Methadone Hydrochloride","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","InfusionTherapy",7,57,3,295,NA
"1394","Isopropyl Alcohol","solution","KRS Global Biotechnology, Inc.","InfusionTherapy",5,107,9,295,NA
"1395","Neostigmine Methylsulfate","solution","KRS Global Biotechnology, Inc.","InfusionTherapy",24,107,9,295,NA
"1396","Glutathione","injection","MedisourceRx","InfusionTherapy",10,6,1,295,NA
"1397","Heparin Sodium","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","InfusionTherapy",7,55,5,295,NA
"1398","Potassium Phosphate, Unspecified Form","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","InfusionTherapy",1,55,5,295,NA
"1399","Taurine","injection, solution","OLYMPIA PHARMACY","InfusionTherapy",6,71,9,295,NA
"1400","Trisodium Citrate Dihydrate","injection","QuVa Pharma, Inc.","InfusionTherapy",7,93,7,295,NA
"1401","Potassium Chloride","injection","Ssm Hlth St Clare Hosp-Fnton","InfusionTherapy",9,29,4,295,NA
"1402","Isopropyl Alcohol","solution","US Compounding, Inc.","InfusionTherapy",5,147,6,295,NA
"1403","Pyridoxine Hydrochloride; Riboflavin 5'-Phosphate Sodium; Chromic Chloride; Thiamine Hydrochloride; Niacinamide Hydrochloride","injection, solution","US Specialty Formulations LLC","InfusionTherapy",1,9,2,295,NA
"1404","Alpha Lipoic Acid","injection, solution","Wells Pharmacy, Inc","InfusionTherapy",2,32,4,295,NA
"1405","Glutathione","injection, solution","Wells Pharmacy, Inc","InfusionTherapy",10,32,4,295,NA
"1406","Alpha Lipoic Acid","injection","AnazaoHealth Corporation","InfusionTherapy",2,45,11,295,NA
"1407","Disodium Nicotinamide Adenine Dinucleotide","injection","AnazaoHealth Corporation","InfusionTherapy",2,45,11,295,NA
"1408","Pyridoxine Hydrochloride; Magnesium Chloride; Dexpanthenol; Calcium Gluconate; Thiamine Hydrochloride; Niacinamide; Cyanocobalamin; Riboflavin","injection","AnazaoHealth Corporation","InfusionTherapy",1,45,11,295,NA
"1409","Riboflavin; Niacinamide; Dexpanthenol; Pyridoxine; Thiamine Hydrochloride","injection","AnazaoHealth Corporation","InfusionTherapy",1,45,11,295,NA
"1410","Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1411","Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Leucine; Arginine; Taurine; Dextrose Monohydrate; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1412","Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Aspartic Acid; Leucine; Methionine; Proline; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Heparin Sodium","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1413","Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Dextrose Monohydrate; Histidine; Arginine; Taurine; Leucine; Methionine; Proline; Aspartic Acid","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1414","Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Lysine Acetate; Serine; Threonine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1415","N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1416","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1417","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Magnesium Sulfate Heptahydrate; Citric Acid Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1418","Vasopressin","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",3,257,64,295,NA
"1419","Cholecalciferol","injection","Empower Pharmacy","InfusionTherapy",4,87,14,295,NA
"1420","Vasopressin, Unspecified","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","InfusionTherapy",5,55,5,295,NA
"1421","Isopropyl Alcohol","solution","Pine Pharmaceuticals LLC","InfusionTherapy",5,86,7,295,NA
"1422","Neostigmine Methylsulfate","injection","Wells Pharma of Houston","InfusionTherapy",24,36,1,295,NA
"1423","Taurine","injection, solution","Wells Pharmacy, Inc","InfusionTherapy",6,32,4,295,NA
"1424","Aspartic Acid; Glutamic Acid","solution","Central Admixture Pharmacy Services, Inc.","InfusionTherapy",1,257,64,295,NA
"1425","Nandrolone Decanoate","injection","AnazaoHealth Corporation","Surgical",5,45,3,686,NA
"1426","Norepinephrine; Sodium Chloride; Sodium Metabisulfite","injection, solution","Apollo Care, LLC","Surgical",1,14,5,686,NA
"1427","Oxytocin","injection, solution","Apollo Care, LLC","Surgical",17,14,5,686,NA
"1428","Sodium Bicarbonate","injection, solution","Apollo Care, LLC","Surgical",13,14,5,686,NA
"1429","Acetylcysteine","solution","ASP Cares","Surgical",2,72,8,686,NA
"1430","Avexitide","injection, solution","ASP Cares","Surgical",1,72,8,686,NA
"1431","Sodium 3-Hydroxybutyrate","injection","ASP Cares","Surgical",1,72,8,686,NA
"1432","Epinephrine","injection, solution","Athenex Pharma Solutions, LLC","Surgical",15,15,6,686,"Y"
"1433","Glycopyrrolate","injection, solution","Athenex Pharma Solutions, LLC","Surgical",19,15,6,686,NA
"1434","Neostigmine Methylsulfate","injection, solution","Athenex Pharma Solutions, LLC","Surgical",24,15,6,686,NA
"1435","Norepinephrine Bitartrate","injection, solution","Athenex Pharma Solutions, LLC","Surgical",14,15,6,686,NA
"1436","Phenylephrine Hydrochloride","injection, solution","Athenex Pharma Solutions, LLC","Surgical",28,15,6,686,NA
"1437","Vasopressin","injection, solution","Athenex Pharma Solutions, LLC","Surgical",3,15,6,686,NA
"1438","Dexmedetomidine Hydrochloride","injection","Atlas Pharmaceuticals, LLC","Surgical",3,43,4,686,NA
"1439","Glycopyrrolate","injection","Atlas Pharmaceuticals, LLC","Surgical",19,43,4,686,NA
"1440","Calcium Chloride","injection, solution","Auro Pharmacies, Inc","Surgical",5,30,3,686,NA
"1441","Procaine Hydrochloride","injection, solution","Auro Pharmacies, Inc","Surgical",4,30,3,686,"Y"
"1442","Sodium Bicarbonate","injection, solution","Auro Pharmacies, Inc","Surgical",13,30,3,686,NA
